"CIRCOSCRIZIONE";"REGIONE";"PROVINCIA";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"DICOMANO";4267;2124;3323;1681;61;"VERDI EUROPEI-GREEN ITALIA";"21"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"DICOMANO";4267;2124;3323;1681;61;"IO CAMBIO - MAIE";"3"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"DICOMANO";4267;2124;3323;1681;61;"L'ALTRA EUROPA CON TSIPRAS";"192"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"DICOMANO";4267;2124;3323;1681;61;"NUOVO CENTRO DESTRA - UDC";"61"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"DICOMANO";4267;2124;3323;1681;61;"ITALIA DEI VALORI";"11"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"DICOMANO";4267;2124;3323;1681;61;"SCELTA EUROPEA";"10"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"DICOMANO";4267;2124;3323;1681;61;"PARTITO DEMOCRATICO";"1942"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"DICOMANO";4267;2124;3323;1681;61;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"54"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"DICOMANO";4267;2124;3323;1681;61;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"495"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"EMPOLI";35529;16724;25892;12518;318;"IO CAMBIO - MAIE";"34"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"EMPOLI";35529;16724;25892;12518;318;"SCELTA EUROPEA";"71"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"EMPOLI";35529;16724;25892;12518;318;"VERDI EUROPEI-GREEN ITALIA";"192"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"EMPOLI";35529;16724;25892;12518;318;"PARTITO DEMOCRATICO";"15895"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"EMPOLI";35529;16724;25892;12518;318;"ITALIA DEI VALORI";"99"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"EMPOLI";35529;16724;25892;12518;318;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"431"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"EMPOLI";35529;16724;25892;12518;318;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"631"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"EMPOLI";35529;16724;25892;12518;318;"FORZA ITALIA";"1973"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"EMPOLI";35529;16724;25892;12518;318;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"3736"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"EMPOLI";35529;16724;25892;12518;318;"NUOVO CENTRO DESTRA - UDC";"574"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"EMPOLI";35529;16724;25892;12518;318;"L'ALTRA EUROPA CON TSIPRAS";"1458"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIESOLE";11203;5319;8441;4082;95;"SCELTA EUROPEA";"37"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIESOLE";11203;5319;8441;4082;95;"PARTITO DEMOCRATICO";"5257"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIESOLE";11203;5319;8441;4082;95;"VERDI EUROPEI-GREEN ITALIA";"79"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIESOLE";11203;5319;8441;4082;95;"ITALIA DEI VALORI";"35"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIESOLE";11203;5319;8441;4082;95;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"258"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIESOLE";11203;5319;8441;4082;95;"IO CAMBIO - MAIE";"3"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIESOLE";11203;5319;8441;4082;95;"FORZA ITALIA";"639"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIESOLE";11203;5319;8441;4082;95;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"121"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIESOLE";11203;5319;8441;4082;95;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"886"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIESOLE";11203;5319;8441;4082;95;"NUOVO CENTRO DESTRA - UDC";"243"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIESOLE";11203;5319;8441;4082;95;"L'ALTRA EUROPA CON TSIPRAS";"651"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIGLINE E INCISA VALDARNO";18217;8811;13132;6500;190;"IO CAMBIO - MAIE";"26"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIGLINE E INCISA VALDARNO";18217;8811;13132;6500;190;"SCELTA EUROPEA";"30"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIGLINE E INCISA VALDARNO";18217;8811;13132;6500;190;"VERDI EUROPEI-GREEN ITALIA";"99"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIGLINE E INCISA VALDARNO";18217;8811;13132;6500;190;"PARTITO DEMOCRATICO";"7746"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIGLINE E INCISA VALDARNO";18217;8811;13132;6500;190;"ITALIA DEI VALORI";"57"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIGLINE E INCISA VALDARNO";18217;8811;13132;6500;190;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"267"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIGLINE E INCISA VALDARNO";18217;8811;13132;6500;190;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"289"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIGLINE E INCISA VALDARNO";18217;8811;13132;6500;190;"FORZA ITALIA";"1367"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIGLINE E INCISA VALDARNO";18217;8811;13132;6500;190;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"1905"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIGLINE E INCISA VALDARNO";18217;8811;13132;6500;190;"L'ALTRA EUROPA CON TSIPRAS";"492"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIGLINE E INCISA VALDARNO";18217;8811;13132;6500;190;"NUOVO CENTRO DESTRA - UDC";"280"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZE";283651;130882;194604;91654;2187;"SCELTA EUROPEA";"973"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZE";283651;130882;194604;91654;2187;"PARTITO DEMOCRATICO";"108809"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZE";283651;130882;194604;91654;2187;"VERDI EUROPEI-GREEN ITALIA";"2023"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZE";283651;130882;194604;91654;2187;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"6666"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZE";283651;130882;194604;91654;2187;"IO CAMBIO - MAIE";"190"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZE";283651;130882;194604;91654;2187;"FORZA ITALIA";"19079"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZE";283651;130882;194604;91654;2187;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"3280"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZE";283651;130882;194604;91654;2187;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"23992"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZE";283651;130882;194604;91654;2187;"NUOVO CENTRO DESTRA - UDC";"6124"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZE";283651;130882;194604;91654;2187;"L'ALTRA EUROPA CON TSIPRAS";"16850"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZE";283651;130882;194604;91654;2187;"ITALIA DEI VALORI";"1114"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZUOLA";3823;1916;2943;1514;101;"SCELTA EUROPEA";"13"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZUOLA";3823;1916;2943;1514;101;"VERDI EUROPEI-GREEN ITALIA";"16"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZUOLA";3823;1916;2943;1514;101;"PARTITO DEMOCRATICO";"1490"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZUOLA";3823;1916;2943;1514;101;"ITALIA DEI VALORI";"22"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZUOLA";3823;1916;2943;1514;101;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"107"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZUOLA";3823;1916;2943;1514;101;"IO CAMBIO - MAIE";"8"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZUOLA";3823;1916;2943;1514;101;"FORZA ITALIA";"387"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZUOLA";3823;1916;2943;1514;101;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"410"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZUOLA";3823;1916;2943;1514;101;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"133"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZUOLA";3823;1916;2943;1514;101;"NUOVO CENTRO DESTRA - UDC";"88"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FIRENZUOLA";3823;1916;2943;1514;101;"L'ALTRA EUROPA CON TSIPRAS";"70"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FUCECCHIO";16883;8110;11465;5661;187;"IO CAMBIO - MAIE";"13"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FUCECCHIO";16883;8110;11465;5661;187;"SCELTA EUROPEA";"44"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FUCECCHIO";16883;8110;11465;5661;187;"PARTITO DEMOCRATICO";"6613"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FUCECCHIO";16883;8110;11465;5661;187;"ITALIA DEI VALORI";"44"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FUCECCHIO";16883;8110;11465;5661;187;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"276"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FUCECCHIO";16883;8110;11465;5661;187;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"326"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FUCECCHIO";16883;8110;11465;5661;187;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"1582"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FUCECCHIO";16883;8110;11465;5661;187;"FORZA ITALIA";"1535"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FUCECCHIO";16883;8110;11465;5661;187;"NUOVO CENTRO DESTRA - UDC";"217"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FUCECCHIO";16883;8110;11465;5661;187;"VERDI EUROPEI-GREEN ITALIA";"63"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"FUCECCHIO";16883;8110;11465;5661;187;"L'ALTRA EUROPA CON TSIPRAS";"330"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GAMBASSI TERME";3892;1889;2959;1475;45;"IO CAMBIO - MAIE";"2"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GAMBASSI TERME";3892;1889;2959;1475;45;"SCELTA EUROPEA";"17"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GAMBASSI TERME";3892;1889;2959;1475;45;"VERDI EUROPEI-GREEN ITALIA";"15"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GAMBASSI TERME";3892;1889;2959;1475;45;"PARTITO DEMOCRATICO";"1803"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GAMBASSI TERME";3892;1889;2959;1475;45;"ITALIA DEI VALORI";"13"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GAMBASSI TERME";3892;1889;2959;1475;45;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"84"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GAMBASSI TERME";3892;1889;2959;1475;45;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"51"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GAMBASSI TERME";3892;1889;2959;1475;45;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"474"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GAMBASSI TERME";3892;1889;2959;1475;45;"FORZA ITALIA";"222"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GAMBASSI TERME";3892;1889;2959;1475;45;"NUOVO CENTRO DESTRA - UDC";"52"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GAMBASSI TERME";3892;1889;2959;1475;45;"L'ALTRA EUROPA CON TSIPRAS";"141"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GREVE IN CHIANTI";10398;5050;7408;3718;93;"SCELTA EUROPEA";"24"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GREVE IN CHIANTI";10398;5050;7408;3718;93;"IO CAMBIO - MAIE";"7"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GREVE IN CHIANTI";10398;5050;7408;3718;93;"VERDI EUROPEI-GREEN ITALIA";"50"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GREVE IN CHIANTI";10398;5050;7408;3718;93;"PARTITO DEMOCRATICO";"4571"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GREVE IN CHIANTI";10398;5050;7408;3718;93;"ITALIA DEI VALORI";"25"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GREVE IN CHIANTI";10398;5050;7408;3718;93;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"134"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GREVE IN CHIANTI";10398;5050;7408;3718;93;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"166"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GREVE IN CHIANTI";10398;5050;7408;3718;93;"FORZA ITALIA";"648"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GREVE IN CHIANTI";10398;5050;7408;3718;93;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"975"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GREVE IN CHIANTI";10398;5050;7408;3718;93;"NUOVO CENTRO DESTRA - UDC";"120"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"GREVE IN CHIANTI";10398;5050;7408;3718;93;"L'ALTRA EUROPA CON TSIPRAS";"442"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"IMPRUNETA";11461;5498;7829;3830;45;"SCELTA EUROPEA";"27"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"IMPRUNETA";11461;5498;7829;3830;45;"PARTITO DEMOCRATICO";"5038"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"IMPRUNETA";11461;5498;7829;3830;45;"VERDI EUROPEI-GREEN ITALIA";"70"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"IMPRUNETA";11461;5498;7829;3830;45;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"231"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"IMPRUNETA";11461;5498;7829;3830;45;"IO CAMBIO - MAIE";"4"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"IMPRUNETA";11461;5498;7829;3830;45;"FORZA ITALIA";"593"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"IMPRUNETA";11461;5498;7829;3830;45;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"117"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"IMPRUNETA";11461;5498;7829;3830;45;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"926"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"IMPRUNETA";11461;5498;7829;3830;45;"NUOVO CENTRO DESTRA - UDC";"137"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"IMPRUNETA";11461;5498;7829;3830;45;"L'ALTRA EUROPA CON TSIPRAS";"458"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"IMPRUNETA";11461;5498;7829;3830;45;"ITALIA DEI VALORI";"35"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LASTRA A SIGNA";15108;7341;10609;5214;131;"IO CAMBIO - MAIE";"7"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LASTRA A SIGNA";15108;7341;10609;5214;131;"SCELTA EUROPEA";"37"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LASTRA A SIGNA";15108;7341;10609;5214;131;"PARTITO DEMOCRATICO";"6429"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LASTRA A SIGNA";15108;7341;10609;5214;131;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"208"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LASTRA A SIGNA";15108;7341;10609;5214;131;"ITALIA DEI VALORI";"89"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LASTRA A SIGNA";15108;7341;10609;5214;131;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"315"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LASTRA A SIGNA";15108;7341;10609;5214;131;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"1405"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LASTRA A SIGNA";15108;7341;10609;5214;131;"FORZA ITALIA";"1020"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LASTRA A SIGNA";15108;7341;10609;5214;131;"NUOVO CENTRO DESTRA - UDC";"207"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LASTRA A SIGNA";15108;7341;10609;5214;131;"VERDI EUROPEI-GREEN ITALIA";"78"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LASTRA A SIGNA";15108;7341;10609;5214;131;"L'ALTRA EUROPA CON TSIPRAS";"425"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LONDA";1435;731;1167;598;24;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"41"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LONDA";1435;731;1167;598;24;"IO CAMBIO - MAIE";"1"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LONDA";1435;731;1167;598;24;"SCELTA EUROPEA";"3"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LONDA";1435;731;1167;598;24;"L'ALTRA EUROPA CON TSIPRAS";"51"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LONDA";1435;731;1167;598;24;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"224"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LONDA";1435;731;1167;598;24;"ITALIA DEI VALORI";"3"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LONDA";1435;731;1167;598;24;"PARTITO DEMOCRATICO";"558"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LONDA";1435;731;1167;598;24;"FORZA ITALIA";"192"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LONDA";1435;731;1167;598;24;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"17"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LONDA";1435;731;1167;598;24;"VERDI EUROPEI-GREEN ITALIA";"8"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"LONDA";1435;731;1167;598;24;"NUOVO CENTRO DESTRA - UDC";"24"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MARRADI";2805;1392;1795;918;11;"SCELTA EUROPEA";"5"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MARRADI";2805;1392;1795;918;11;"VERDI EUROPEI-GREEN ITALIA";"5"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MARRADI";2805;1392;1795;918;11;"PARTITO DEMOCRATICO";"1117"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MARRADI";2805;1392;1795;918;11;"ITALIA DEI VALORI";"4"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MARRADI";2805;1392;1795;918;11;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"79"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MARRADI";2805;1392;1795;918;11;"IO CAMBIO - MAIE";"3"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MARRADI";2805;1392;1795;918;11;"FORZA ITALIA";"173"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MARRADI";2805;1392;1795;918;11;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"215"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MARRADI";2805;1392;1795;918;11;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"45"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MARRADI";2805;1392;1795;918;11;"NUOVO CENTRO DESTRA - UDC";"46"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MARRADI";2805;1392;1795;918;11;"L'ALTRA EUROPA CON TSIPRAS";"51"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTAIONE";2927;1413;2178;1072;34;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"56"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTAIONE";2927;1413;2178;1072;34;"NUOVO CENTRO DESTRA - UDC";"41"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTAIONE";2927;1413;2178;1072;34;"FORZA ITALIA";"138"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTAIONE";2927;1413;2178;1072;34;"IO CAMBIO - MAIE";"7"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTAIONE";2927;1413;2178;1072;34;"SCELTA EUROPEA";"5"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTAIONE";2927;1413;2178;1072;34;"L'ALTRA EUROPA CON TSIPRAS";"71"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTAIONE";2927;1413;2178;1072;34;"ITALIA DEI VALORI";"8"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTAIONE";2927;1413;2178;1072;34;"PARTITO DEMOCRATICO";"1453"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTAIONE";2927;1413;2178;1072;34;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"270"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTAIONE";2927;1413;2178;1072;34;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"42"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTAIONE";2927;1413;2178;1072;34;"VERDI EUROPEI-GREEN ITALIA";"15"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTELUPO FIORENTINO";10714;5150;7847;3872;116;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"301"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTELUPO FIORENTINO";10714;5150;7847;3872;116;"IO CAMBIO - MAIE";"5"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTELUPO FIORENTINO";10714;5150;7847;3872;116;"SCELTA EUROPEA";"21"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTELUPO FIORENTINO";10714;5150;7847;3872;116;"L'ALTRA EUROPA CON TSIPRAS";"361"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTELUPO FIORENTINO";10714;5150;7847;3872;116;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"1149"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTELUPO FIORENTINO";10714;5150;7847;3872;116;"PARTITO DEMOCRATICO";"4702"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTELUPO FIORENTINO";10714;5150;7847;3872;116;"ITALIA DEI VALORI";"28"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTELUPO FIORENTINO";10714;5150;7847;3872;116;"FORZA ITALIA";"642"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTELUPO FIORENTINO";10714;5150;7847;3872;116;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"126"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTELUPO FIORENTINO";10714;5150;7847;3872;116;"VERDI EUROPEI-GREEN ITALIA";"46"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTELUPO FIORENTINO";10714;5150;7847;3872;116;"NUOVO CENTRO DESTRA - UDC";"164"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTESPERTOLI";10366;5097;7628;3774;115;"IO CAMBIO - MAIE";"9"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTESPERTOLI";10366;5097;7628;3774;115;"SCELTA EUROPEA";"18"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTESPERTOLI";10366;5097;7628;3774;115;"L'ALTRA EUROPA CON TSIPRAS";"428"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTESPERTOLI";10366;5097;7628;3774;115;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"1092"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTESPERTOLI";10366;5097;7628;3774;115;"PARTITO DEMOCRATICO";"4434"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTESPERTOLI";10366;5097;7628;3774;115;"ITALIA DEI VALORI";"33"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTESPERTOLI";10366;5097;7628;3774;115;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"203"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTESPERTOLI";10366;5097;7628;3774;115;"FORZA ITALIA";"716"
"III : ITALIA CENTRALE";"TOSCANA";"FIRENZE";"MONTESPERTOLI";10366;5097;7628;3774;115;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"161"
