"CIRCOSCRIZIONE";"REGIONE";"PROVINCIA";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCACASALE";791;401;350;182;15;"SCELTA EUROPEA";"4"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCACASALE";791;401;350;182;15;"PARTITO DEMOCRATICO";"79"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCACASALE";791;401;350;182;15;"ITALIA DEI VALORI";"9"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCACASALE";791;401;350;182;15;"L'ALTRA EUROPA CON TSIPRAS";"13"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCACASALE";791;401;350;182;15;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"7"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI BOTTE";701;368;407;217;9;"PARTITO DEMOCRATICO";"129"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI BOTTE";701;368;407;217;9;"NUOVO CENTRO DESTRA - UDC";"6"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI BOTTE";701;368;407;217;9;"FORZA ITALIA";"80"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI BOTTE";701;368;407;217;9;"IO CAMBIO - MAIE";"1"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI BOTTE";701;368;407;217;9;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"7"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI BOTTE";701;368;407;217;9;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"21"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI BOTTE";701;368;407;217;9;"VERDI EUROPEI-GREEN ITALIA";"2"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI BOTTE";701;368;407;217;9;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"114"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI BOTTE";701;368;407;217;9;"ITALIA DEI VALORI";"1"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI BOTTE";701;368;407;217;9;"SCELTA EUROPEA";"2"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI BOTTE";701;368;407;217;9;"L'ALTRA EUROPA CON TSIPRAS";"12"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI CAMBIO";408;206;236;122;9;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"46"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI CAMBIO";408;206;236;122;9;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"21"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI CAMBIO";408;206;236;122;9;"VERDI EUROPEI-GREEN ITALIA";"4"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI CAMBIO";408;206;236;122;9;"NUOVO CENTRO DESTRA - UDC";"10"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI CAMBIO";408;206;236;122;9;"FORZA ITALIA";"42"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI CAMBIO";408;206;236;122;9;"SCELTA EUROPEA";"0"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI CAMBIO";408;206;236;122;9;"IO CAMBIO - MAIE";"0"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI CAMBIO";408;206;236;122;9;"PARTITO DEMOCRATICO";"76"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI CAMBIO";408;206;236;122;9;"ITALIA DEI VALORI";"4"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI CAMBIO";408;206;236;122;9;"L'ALTRA EUROPA CON TSIPRAS";"11"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI CAMBIO";408;206;236;122;9;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"2"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI MEZZO";1641;809;891;458;48;"NUOVO CENTRO DESTRA - UDC";"47"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI MEZZO";1641;809;891;458;48;"PARTITO DEMOCRATICO";"232"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI MEZZO";1641;809;891;458;48;"FORZA ITALIA";"161"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI MEZZO";1641;809;891;458;48;"IO CAMBIO - MAIE";"2"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI MEZZO";1641;809;891;458;48;"SCELTA EUROPEA";"16"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI MEZZO";1641;809;891;458;48;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"16"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI MEZZO";1641;809;891;458;48;"ITALIA DEI VALORI";"22"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI MEZZO";1641;809;891;458;48;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"50"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI MEZZO";1641;809;891;458;48;"VERDI EUROPEI-GREEN ITALIA";"3"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI MEZZO";1641;809;891;458;48;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"189"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA DI MEZZO";1641;809;891;458;48;"L'ALTRA EUROPA CON TSIPRAS";"65"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA PIA";351;185;107;57;7;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"20"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA PIA";351;185;107;57;7;"VERDI EUROPEI-GREEN ITALIA";"2"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA PIA";351;185;107;57;7;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"14"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA PIA";351;185;107;57;7;"FORZA ITALIA";"22"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA PIA";351;185;107;57;7;"NUOVO CENTRO DESTRA - UDC";"7"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA PIA";351;185;107;57;7;"SCELTA EUROPEA";"0"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA PIA";351;185;107;57;7;"IO CAMBIO - MAIE";"0"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA PIA";351;185;107;57;7;"PARTITO DEMOCRATICO";"22"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA PIA";351;185;107;57;7;"ITALIA DEI VALORI";"1"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA PIA";351;185;107;57;7;"L'ALTRA EUROPA CON TSIPRAS";"2"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCA PIA";351;185;107;57;7;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"8"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCARASO";1397;692;848;444;26;"FORZA ITALIA";"354"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCARASO";1397;692;848;444;26;"NUOVO CENTRO DESTRA - UDC";"17"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCARASO";1397;692;848;444;26;"PARTITO DEMOCRATICO";"144"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCARASO";1397;692;848;444;26;"SCELTA EUROPEA";"2"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCARASO";1397;692;848;444;26;"IO CAMBIO - MAIE";"1"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCARASO";1397;692;848;444;26;"ITALIA DEI VALORI";"32"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCARASO";1397;692;848;444;26;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"34"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCARASO";1397;692;848;444;26;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"6"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCARASO";1397;692;848;444;26;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"169"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCARASO";1397;692;848;444;26;"L'ALTRA EUROPA CON TSIPRAS";"25"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"ROCCARASO";1397;692;848;444;26;"VERDI EUROPEI-GREEN ITALIA";"1"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO DEI MARSI";3268;1595;2251;1113;95;"FORZA ITALIA";"374"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO DEI MARSI";3268;1595;2251;1113;95;"NUOVO CENTRO DESTRA - UDC";"134"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO DEI MARSI";3268;1595;2251;1113;95;"PARTITO DEMOCRATICO";"548"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO DEI MARSI";3268;1595;2251;1113;95;"SCELTA EUROPEA";"9"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO DEI MARSI";3268;1595;2251;1113;95;"IO CAMBIO - MAIE";"1"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO DEI MARSI";3268;1595;2251;1113;95;"ITALIA DEI VALORI";"66"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO DEI MARSI";3268;1595;2251;1113;95;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"92"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO DEI MARSI";3268;1595;2251;1113;95;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"43"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO DEI MARSI";3268;1595;2251;1113;95;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"718"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO DEI MARSI";3268;1595;2251;1113;95;"L'ALTRA EUROPA CON TSIPRAS";"35"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO DEI MARSI";3268;1595;2251;1113;95;"VERDI EUROPEI-GREEN ITALIA";"18"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO IN PERILLIS";222;100;61;30;6;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"3"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO IN PERILLIS";222;100;61;30;6;"VERDI EUROPEI-GREEN ITALIA";"2"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO IN PERILLIS";222;100;61;30;6;"FORZA ITALIA";"17"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO IN PERILLIS";222;100;61;30;6;"NUOVO CENTRO DESTRA - UDC";"1"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO IN PERILLIS";222;100;61;30;6;"SCELTA EUROPEA";"1"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO IN PERILLIS";222;100;61;30;6;"IO CAMBIO - MAIE";"0"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO IN PERILLIS";222;100;61;30;6;"PARTITO DEMOCRATICO";"6"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO IN PERILLIS";222;100;61;30;6;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"14"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO IN PERILLIS";222;100;61;30;6;"ITALIA DEI VALORI";"3"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO IN PERILLIS";222;100;61;30;6;"L'ALTRA EUROPA CON TSIPRAS";"2"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN BENEDETTO IN PERILLIS";222;100;61;30;6;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"1"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN DEMETRIO NE' VESTINI";1597;781;896;445;24;"PARTITO DEMOCRATICO";"263"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN DEMETRIO NE' VESTINI";1597;781;896;445;24;"NUOVO CENTRO DESTRA - UDC";"71"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN DEMETRIO NE' VESTINI";1597;781;896;445;24;"FORZA ITALIA";"189"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN DEMETRIO NE' VESTINI";1597;781;896;445;24;"IO CAMBIO - MAIE";"1"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN DEMETRIO NE' VESTINI";1597;781;896;445;24;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"12"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN DEMETRIO NE' VESTINI";1597;781;896;445;24;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"35"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN DEMETRIO NE' VESTINI";1597;781;896;445;24;"VERDI EUROPEI-GREEN ITALIA";"2"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN DEMETRIO NE' VESTINI";1597;781;896;445;24;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"223"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN DEMETRIO NE' VESTINI";1597;781;896;445;24;"ITALIA DEI VALORI";"5"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN DEMETRIO NE' VESTINI";1597;781;896;445;24;"SCELTA EUROPEA";"3"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN DEMETRIO NE' VESTINI";1597;781;896;445;24;"L'ALTRA EUROPA CON TSIPRAS";"36"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN PIO DELLE CAMERE";571;291;360;190;25;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"74"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN PIO DELLE CAMERE";571;291;360;190;25;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"38"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN PIO DELLE CAMERE";571;291;360;190;25;"VERDI EUROPEI-GREEN ITALIA";"1"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN PIO DELLE CAMERE";571;291;360;190;25;"NUOVO CENTRO DESTRA - UDC";"5"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN PIO DELLE CAMERE";571;291;360;190;25;"FORZA ITALIA";"93"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN PIO DELLE CAMERE";571;291;360;190;25;"SCELTA EUROPEA";"4"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN PIO DELLE CAMERE";571;291;360;190;25;"IO CAMBIO - MAIE";"0"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN PIO DELLE CAMERE";571;291;360;190;25;"PARTITO DEMOCRATICO";"87"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN PIO DELLE CAMERE";571;291;360;190;25;"L'ALTRA EUROPA CON TSIPRAS";"10"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN PIO DELLE CAMERE";571;291;360;190;25;"ITALIA DEI VALORI";"4"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN PIO DELLE CAMERE";571;291;360;190;25;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"2"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTE MARIE";1102;530;732;378;58;"PARTITO DEMOCRATICO";"219"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTE MARIE";1102;530;732;378;58;"L'ALTRA EUROPA CON TSIPRAS";"25"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTE MARIE";1102;530;732;378;58;"FORZA ITALIA";"118"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTE MARIE";1102;530;732;378;58;"NUOVO CENTRO DESTRA - UDC";"73"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTE MARIE";1102;530;732;378;58;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"32"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTE MARIE";1102;530;732;378;58;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"152"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTE MARIE";1102;530;732;378;58;"VERDI EUROPEI-GREEN ITALIA";"5"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTE MARIE";1102;530;732;378;58;"ITALIA DEI VALORI";"9"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTE MARIE";1102;530;732;378;58;"SCELTA EUROPEA";"8"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTE MARIE";1102;530;732;378;58;"IO CAMBIO - MAIE";"0"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTE MARIE";1102;530;732;378;58;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"6"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANT'EUSANIO FORCONESE";377;183;242;128;13;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"6"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANT'EUSANIO FORCONESE";377;183;242;128;13;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"58"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANT'EUSANIO FORCONESE";377;183;242;128;13;"FORZA ITALIA";"85"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANT'EUSANIO FORCONESE";377;183;242;128;13;"NUOVO CENTRO DESTRA - UDC";"9"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANT'EUSANIO FORCONESE";377;183;242;128;13;"SCELTA EUROPEA";"0"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANT'EUSANIO FORCONESE";377;183;242;128;13;"IO CAMBIO - MAIE";"1"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANT'EUSANIO FORCONESE";377;183;242;128;13;"VERDI EUROPEI-GREEN ITALIA";"1"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANT'EUSANIO FORCONESE";377;183;242;128;13;"PARTITO DEMOCRATICO";"47"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANT'EUSANIO FORCONESE";377;183;242;128;13;"L'ALTRA EUROPA CON TSIPRAS";"12"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANT'EUSANIO FORCONESE";377;183;242;128;13;"ITALIA DEI VALORI";"0"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANT'EUSANIO FORCONESE";377;183;242;128;13;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"0"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";122;66;79;42;7;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"1"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";122;66;79;42;7;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"23"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";122;66;79;42;7;"NUOVO CENTRO DESTRA - UDC";"5"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";122;66;79;42;7;"FORZA ITALIA";"13"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";122;66;79;42;7;"IO CAMBIO - MAIE";"0"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";122;66;79;42;7;"SCELTA EUROPEA";"0"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";122;66;79;42;7;"VERDI EUROPEI-GREEN ITALIA";"2"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";122;66;79;42;7;"PARTITO DEMOCRATICO";"15"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";122;66;79;42;7;"L'ALTRA EUROPA CON TSIPRAS";"7"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";122;66;79;42;7;"ITALIA DEI VALORI";"0"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SANTO STEFANO DI SESSANIO";122;66;79;42;7;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"0"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2177;1065;1374;700;59;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"22"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2177;1065;1374;700;59;"ITALIA DEI VALORI";"3"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2177;1065;1374;700;59;"PARTITO DEMOCRATICO";"421"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2177;1065;1374;700;59;"IO CAMBIO - MAIE";"2"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2177;1065;1374;700;59;"SCELTA EUROPEA";"29"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2177;1065;1374;700;59;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"264"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2177;1065;1374;700;59;"FORZA ITALIA";"303"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2177;1065;1374;700;59;"NUOVO CENTRO DESTRA - UDC";"44"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2177;1065;1374;700;59;"L'ALTRA EUROPA CON TSIPRAS";"41"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2177;1065;1374;700;59;"VERDI EUROPEI-GREEN ITALIA";"4"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SAN VINCENZO VALLE ROVETO";2177;1065;1374;700;59;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"43"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SCANNO";1887;912;945;494;55;"FORZA ITALIA";"150"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SCANNO";1887;912;945;494;55;"NUOVO CENTRO DESTRA - UDC";"29"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SCANNO";1887;912;945;494;55;"PARTITO DEMOCRATICO";"371"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SCANNO";1887;912;945;494;55;"IO CAMBIO - MAIE";"0"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SCANNO";1887;912;945;494;55;"SCELTA EUROPEA";"3"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SCANNO";1887;912;945;494;55;"ITALIA DEI VALORI";"31"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SCANNO";1887;912;945;494;55;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"29"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SCANNO";1887;912;945;494;55;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"4"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SCANNO";1887;912;945;494;55;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"195"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SCANNO";1887;912;945;494;55;"L'ALTRA EUROPA CON TSIPRAS";"15"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SCANNO";1887;912;945;494;55;"VERDI EUROPEI-GREEN ITALIA";"2"
"IV : ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"SCONTRONE";581;298;350;182;4;"PARTITO DEMOCRATICO";"150"
