"DESCRCIRC";"DESCRREG";"DESCRPROV";"DESCRCOMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MASSA D'ALBE";1346;;889;;57;"CENTRO CRIST.DEM.";"31"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MASSA D'ALBE";1346;;889;;57;"PARTITO PENSIONATI";"2"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MASSA D'ALBE";1346;;889;;57;"AN - P.SEGNI";"135"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MASSA D'ALBE";1346;;889;;57;"FED.DEI VERDI";"12"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MASSA D'ALBE";1346;;889;;57;"SDI";"17"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MASSA D'ALBE";1346;;889;;57;"LISTA EMMA BONINO";"47"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MASSA D'ALBE";1346;;889;;57;"COMUNISTI ITALIANI";"3"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MASSA D'ALBE";1346;;889;;57;"PPI (POP)";"49"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MASSA D'ALBE";1346;;889;;57;"DEMOCRATICI SINISTRA";"100"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MASSA D'ALBE";1346;;889;;57;"PRI-LIB-ELDR.";"7"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MASSA D'ALBE";1346;;889;;57;"LDR-PS D'AZ-PCONSI";"0"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MASSA D'ALBE";1346;;889;;57;"I DEMOCRATICI";"87"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MOLINA ATERNO";463;;386;;65;"DEMOCRATICI SINISTRA";"60"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MOLINA ATERNO";463;;386;;65;"PRI-LIB-ELDR.";"0"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MOLINA ATERNO";463;;386;;65;"COMUNISTI ITALIANI";"3"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MOLINA ATERNO";463;;386;;65;"U.D.EUR";"7"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MOLINA ATERNO";463;;386;;65;"RINNOVAMENTO IT-DINI";"3"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MOLINA ATERNO";463;;386;;65;"PARTITO PENSIONATI";"4"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MOLINA ATERNO";463;;386;;65;"PPI (POP)";"8"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MOLINA ATERNO";463;;386;;65;"LISTA EMMA BONINO";"17"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MOLINA ATERNO";463;;386;;65;"CENTRO CRIST.DEM.";"5"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MOLINA ATERNO";463;;386;;65;"SDI";"24"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MOLINA ATERNO";463;;386;;65;"LDR-PS D'AZ-PCONSI";"1"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MOLINA ATERNO";463;;386;;65;"I DEMOCRATICI";"29"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MOLINA ATERNO";463;;386;;65;"LEGA NORD";"2"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MOLINA ATERNO";463;;386;;65;"MOV.SOC.TRICOLORE";"8"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MOLINA ATERNO";463;;386;;65;"LS.CITO LG.AZ.MERID.";"0"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MOLINA ATERNO";463;;386;;65;"AN - P.SEGNI";"44"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MOLINA ATERNO";463;;386;;65;"FED.DEI VERDI";"2"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MOLINA ATERNO";463;;386;;65;"CDU";"1"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MOLINA ATERNO";463;;386;;65;"RIFONDAZIONE COMUNISTA";"8"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MOLINA ATERNO";463;;386;;65;"FORZA ITALIA";"65"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MONTEREALE";2523;;1672;;127;"PPI (POP)";"123"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MONTEREALE";2523;;1672;;127;"SDI";"118"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MONTEREALE";2523;;1672;;127;"PARTITO PENSIONATI";"6"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MONTEREALE";2523;;1672;;127;"U.D.EUR";"42"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MONTEREALE";2523;;1672;;127;"CENTRO CRIST.DEM.";"15"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MONTEREALE";2523;;1672;;127;"RINNOVAMENTO IT-DINI";"23"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MONTEREALE";2523;;1672;;127;"COMUNISTI ITALIANI";"46"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MONTEREALE";2523;;1672;;127;"LISTA EMMA BONINO";"39"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MONTEREALE";2523;;1672;;127;"RIFONDAZIONE COMUNISTA";"57"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MONTEREALE";2523;;1672;;127;"CDU";"49"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MONTEREALE";2523;;1672;;127;"MOV.SOC.TRICOLORE";"56"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MONTEREALE";2523;;1672;;127;"FED.DEI VERDI";"5"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MONTEREALE";2523;;1672;;127;"AN - P.SEGNI";"162"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MONTEREALE";2523;;1672;;127;"DEMOCRATICI SINISTRA";"295"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MONTEREALE";2523;;1672;;127;"PRI-LIB-ELDR.";"4"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MONTEREALE";2523;;1672;;127;"LDR-PS D'AZ-PCONSI";"1"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MONTEREALE";2523;;1672;;127;"I DEMOCRATICI";"94"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MONTEREALE";2523;;1672;;127;"LEGA NORD";"3"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MONTEREALE";2523;;1672;;127;"LS.CITO LG.AZ.MERID.";"3"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MONTEREALE";2523;;1672;;127;"FORZA ITALIA";"281"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MORINO";1319;;1162;;220;"DEMOCRATICI SINISTRA";"195"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MORINO";1319;;1162;;220;"FED.DEI VERDI";"7"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MORINO";1319;;1162;;220;"LDR-PS D'AZ-PCONSI";"5"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MORINO";1319;;1162;;220;"AN - P.SEGNI";"124"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MORINO";1319;;1162;;220;"MOV.SOC.TRICOLORE";"26"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MORINO";1319;;1162;;220;"CDU";"40"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MORINO";1319;;1162;;220;"RIFONDAZIONE COMUNISTA";"18"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MORINO";1319;;1162;;220;"LS.CITO LG.AZ.MERID.";"5"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MORINO";1319;;1162;;220;"FORZA ITALIA";"222"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MORINO";1319;;1162;;220;"LEGA NORD";"5"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MORINO";1319;;1162;;220;"I DEMOCRATICI";"28"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MORINO";1319;;1162;;220;"U.D.EUR";"38"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MORINO";1319;;1162;;220;"PPI (POP)";"20"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MORINO";1319;;1162;;220;"LISTA EMMA BONINO";"48"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MORINO";1319;;1162;;220;"COMUNISTI ITALIANI";"7"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MORINO";1319;;1162;;220;"RINNOVAMENTO IT-DINI";"24"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MORINO";1319;;1162;;220;"CENTRO CRIST.DEM.";"24"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MORINO";1319;;1162;;220;"PARTITO PENSIONATI";"11"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MORINO";1319;;1162;;220;"SDI";"21"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"MORINO";1319;;1162;;220;"PRI-LIB-ELDR.";"2"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"NAVELLI";807;;490;;68;"LDR-PS D'AZ-PCONSI";"0"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"NAVELLI";807;;490;;68;"SDI";"37"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"NAVELLI";807;;490;;68;"U.D.EUR";"4"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"NAVELLI";807;;490;;68;"PARTITO PENSIONATI";"2"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"NAVELLI";807;;490;;68;"CENTRO CRIST.DEM.";"16"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"NAVELLI";807;;490;;68;"RINNOVAMENTO IT-DINI";"7"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"NAVELLI";807;;490;;68;"COMUNISTI ITALIANI";"7"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"NAVELLI";807;;490;;68;"LISTA EMMA BONINO";"27"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"NAVELLI";807;;490;;68;"PPI (POP)";"15"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"NAVELLI";807;;490;;68;"AN - P.SEGNI";"64"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"NAVELLI";807;;490;;68;"PRI-LIB-ELDR.";"0"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"NAVELLI";807;;490;;68;"FED.DEI VERDI";"3"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"NAVELLI";807;;490;;68;"I DEMOCRATICI";"25"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"NAVELLI";807;;490;;68;"LEGA NORD";"0"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"NAVELLI";807;;490;;68;"FORZA ITALIA";"89"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"NAVELLI";807;;490;;68;"LS.CITO LG.AZ.MERID.";"1"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"NAVELLI";807;;490;;68;"RIFONDAZIONE COMUNISTA";"18"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"NAVELLI";807;;490;;68;"CDU";"9"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"NAVELLI";807;;490;;68;"MOV.SOC.TRICOLORE";"4"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"NAVELLI";807;;490;;68;"DEMOCRATICI SINISTRA";"73"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"OCRE";868;;649;;35;"AN - P.SEGNI";"95"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"OCRE";868;;649;;35;"PPI (POP)";"21"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"OCRE";868;;649;;35;"LDR-PS D'AZ-PCONSI";"2"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"OCRE";868;;649;;35;"SDI";"5"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"OCRE";868;;649;;35;"U.D.EUR";"2"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"OCRE";868;;649;;35;"PARTITO PENSIONATI";"8"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"OCRE";868;;649;;35;"CENTRO CRIST.DEM.";"21"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"OCRE";868;;649;;35;"RINNOVAMENTO IT-DINI";"6"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"OCRE";868;;649;;35;"COMUNISTI ITALIANI";"7"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"OCRE";868;;649;;35;"PRI-LIB-ELDR.";"0"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"OCRE";868;;649;;35;"DEMOCRATICI SINISTRA";"104"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"OCRE";868;;649;;35;"FED.DEI VERDI";"8"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"OCRE";868;;649;;35;"I DEMOCRATICI";"70"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"OCRE";868;;649;;35;"LEGA NORD";"0"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"OCRE";868;;649;;35;"FORZA ITALIA";"126"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"OCRE";868;;649;;35;"LS.CITO LG.AZ.MERID.";"5"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"OCRE";868;;649;;35;"RIFONDAZIONE COMUNISTA";"18"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"OCRE";868;;649;;35;"CDU";"16"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"OCRE";868;;649;;35;"MOV.SOC.TRICOLORE";"16"
"ITALIA MERIDIONALE";"ABRUZZO";"L'AQUILA";"OCRE";868;;649;;35;"LISTA EMMA BONINO";"51"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"PRI-LIB-ELDR.";"2"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"U.D.EUR";"1"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"AN - P.SEGNI";"56"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"DEMOCRATICI SINISTRA";"79"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"PARTITO PENSIONATI";"3"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"CDU";"25"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"FORZA ITALIA";"259"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"LS.CITO LG.AZ.MERID.";"1"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"CENTRO CRIST.DEM.";"2"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"PPI (POP)";"7"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"PART.UMANISTA";"3"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"SDI";"8"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"LISTA EMMA BONINO";"98"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"RINNOVAMENTO IT-DINI";"2"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"COMUNISTI ITALIANI";"27"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"RIFONDAZIONE COMUNISTA";"45"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"I DEMOCRATICI";"42"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"UV";"2"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"FED.DEI VERDI";"11"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"LEGA NORD";"69"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"LDR-PS D'AZ-PCONSI";"2"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"BRIONA";952;;857;;67;"MOV.SOC.TRICOLORE";"15"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"LDR-PS D'AZ-PCONSI";"2"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"SDI";"22"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"PRI-LIB-ELDR.";"6"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"U.D.EUR";"7"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"PART.UMANISTA";"1"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"LS.CITO LG.AZ.MERID.";"1"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"FORZA ITALIA";"441"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"CDU";"45"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"CENTRO CRIST.DEM.";"83"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"DEMOCRATICI SINISTRA";"208"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"PPI (POP)";"25"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"PARTITO PENSIONATI";"17"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"I DEMOCRATICI";"121"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"MOV.SOC.TRICOLORE";"13"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"RINNOVAMENTO IT-DINI";"11"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"AN - P.SEGNI";"90"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"COMUNISTI ITALIANI";"62"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"RIFONDAZIONE COMUNISTA";"62"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"LISTA EMMA BONINO";"185"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"LEGA NORD";"135"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"FED.DEI VERDI";"19"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CALTIGNAGA";1925;;1734;;117;"UV";"5"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"LISTA EMMA BONINO";"812"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"LEGA NORD";"459"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"LDR-PS D'AZ-PCONSI";"16"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"I DEMOCRATICI";"419"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"UV";"21"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"COMUNISTI ITALIANI";"164"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"RIFONDAZIONE COMUNISTA";"251"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"AN - P.SEGNI";"426"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"RINNOVAMENTO IT-DINI";"37"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"MOV.SOC.TRICOLORE";"63"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"PPI (POP)";"127"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"PARTITO PENSIONATI";"49"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"DEMOCRATICI SINISTRA";"650"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"CENTRO CRIST.DEM.";"83"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"CDU";"128"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"PART.UMANISTA";"4"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"FORZA ITALIA";"2011"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"LS.CITO LG.AZ.MERID.";"3"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"SDI";"107"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"FED.DEI VERDI";"119"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"U.D.EUR";"20"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CAMERI                                  ";7995;;6608;;327;"PRI-LIB-ELDR.";"14"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CARPIGNANO SESIA";2181;;1912;;215;"U.D.EUR";"6"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CARPIGNANO SESIA";2181;;1912;;215;"PRI-LIB-ELDR.";"3"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CARPIGNANO SESIA";2181;;1912;;215;"PART.UMANISTA";"1"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CARPIGNANO SESIA";2181;;1912;;215;"RIFONDAZIONE COMUNISTA";"42"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CARPIGNANO SESIA";2181;;1912;;215;"PARTITO PENSIONATI";"16"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CARPIGNANO SESIA";2181;;1912;;215;"DEMOCRATICI SINISTRA";"175"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CARPIGNANO SESIA";2181;;1912;;215;"CENTRO CRIST.DEM.";"16"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CARPIGNANO SESIA";2181;;1912;;215;"CDU";"71"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CARPIGNANO SESIA";2181;;1912;;215;"FORZA ITALIA";"552"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CARPIGNANO SESIA";2181;;1912;;215;"PPI (POP)";"46"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CARPIGNANO SESIA";2181;;1912;;215;"UV";"0"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CARPIGNANO SESIA";2181;;1912;;215;"LDR-PS D'AZ-PCONSI";"4"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CARPIGNANO SESIA";2181;;1912;;215;"LISTA EMMA BONINO";"214"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CARPIGNANO SESIA";2181;;1912;;215;"LEGA NORD";"134"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CARPIGNANO SESIA";2181;;1912;;215;"FED.DEI VERDI";"14"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CARPIGNANO SESIA";2181;;1912;;215;"COMUNISTI ITALIANI";"40"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CARPIGNANO SESIA";2181;;1912;;215;"AN - P.SEGNI";"140"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CARPIGNANO SESIA";2181;;1912;;215;"RINNOVAMENTO IT-DINI";"17"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CARPIGNANO SESIA";2181;;1912;;215;"MOV.SOC.TRICOLORE";"28"
"ITALIA NORD-OCCIDENTALE";"PIEMONTE";"NOVARA";"CARPIGNANO SESIA";2181;;1912;;215;"SDI";"6"
