"CIRCOSCRIZIONE";"REGIONE";"PROVINCIA";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTILISTA"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PEIO";1566;799;956;498;16;"A.P. UDEUR";"3"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PEIO";1566;799;956;498;16;"P.SEGNI SCOGNAMIGLIO";"6"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PEIO";1566;799;956;498;16;"FED.DEI VERDI";"23"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PEIO";1566;799;956;498;16;"UNITI NELL'ULIVO";"288"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PEIO";1566;799;956;498;16;"MOV.IDEA SOC. RAUTI";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PEIO";1566;799;956;498;16;"ALLEANZA NAZIONALE";"37"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PEIO";1566;799;956;498;16;"ALLEANZA LOMBARDA AUTONOMIA";"11"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PEIO";1566;799;956;498;16;"RIFONDAZIONE COMUNISTA";"14"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PEIO";1566;799;956;498;16;"PARTITO PENSIONATI";"13"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PEIO";1566;799;956;498;16;"ALTERNATIVA SOCIALE";"3"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PEIO";1566;799;956;498;16;"DIPIETRO OCCHETTO";"15"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PEIO";1566;799;956;498;16;"FIAMMA TRICOLORE";"1"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PEIO";1566;799;956;498;16;"PAESE NUOVO";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PEIO";1566;799;956;498;16;"AB.SCORP.VERDI VERDI";"2"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PEIO";1566;799;956;498;16;"LISTA EMMA BONINO";"20"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PEIO";1566;799;956;498;16;"UNIONE DI CENTRO";"43"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PEIO";1566;799;956;498;16;"PRI I LIBERAL SGARBI";"5"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PEIO";1566;799;956;498;16;"FORZA ITALIA";"196"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"PARTITO PENSIONATI";"1"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"AB.SCORP.VERDI VERDI";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"UNIONE DI CENTRO";"10"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"FIAMMA TRICOLORE";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"RIFONDAZIONE COMUNISTA";"10"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"DIPIETRO OCCHETTO";"3"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"FORZA ITALIA";"65"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"ALTERNATIVA SOCIALE";"2"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"LEGA NORD";"23"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"COMUNISTI ITALIANI";"7"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"ALLEANZA LOMBARDA AUTONOMIA";"4"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"A.P. UDEUR";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"PRI I LIBERAL SGARBI";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"P.SEGNI SCOGNAMIGLIO";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"LISTA EMMA BONINO";"5"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"MOV.IDEA SOC. RAUTI";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"ALLEANZA NAZIONALE";"29"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"SOCIALISTI UNITI";"1"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"FED.DEI VERDI";"7"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"PAESE NUOVO";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"UNITI NELL'ULIVO";"203"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELLIZZANO";685;328;435;231;8;"SVP";"39"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"DIPIETRO OCCHETTO";"4"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"AB.SCORP.VERDI VERDI";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"UNIONE DI CENTRO";"7"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"LISTA EMMA BONINO";"3"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"PAESE NUOVO";"1"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"PRI I LIBERAL SGARBI";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"FORZA ITALIA";"64"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"ALTERNATIVA SOCIALE";"8"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"PARTITO PENSIONATI";"1"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"RIFONDAZIONE COMUNISTA";"3"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"FIAMMA TRICOLORE";"1"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"UNITI NELL'ULIVO";"27"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"FED.DEI VERDI";"1"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"SVP";"3"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"ALLEANZA NAZIONALE";"15"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"LEGA NORD";"20"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"COMUNISTI ITALIANI";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"ALLEANZA LOMBARDA AUTONOMIA";"3"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"SOCIALISTI UNITI";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"A.P. UDEUR";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"P.SEGNI SCOGNAMIGLIO";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PELUGO";294;123;174;78;5;"MOV.IDEA SOC. RAUTI";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"LISTA EMMA BONINO";"241"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"ALTERNATIVA SOCIALE";"71"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"FORZA ITALIA";"1911"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"UNIONE DI CENTRO";"359"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"DIPIETRO OCCHETTO";"207"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"RIFONDAZIONE COMUNISTA";"299"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"PAESE NUOVO";"8"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"AB.SCORP.VERDI VERDI";"46"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"PARTITO PENSIONATI";"126"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"FIAMMA TRICOLORE";"25"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"LEGA NORD";"700"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"COMUNISTI ITALIANI";"102"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"A.P. UDEUR";"12"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"P.SEGNI SCOGNAMIGLIO";"9"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"MOV.IDEA SOC. RAUTI";"7"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"ALLEANZA NAZIONALE";"468"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"SVP";"409"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"FED.DEI VERDI";"378"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"PRI I LIBERAL SGARBI";"71"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"ALLEANZA LOMBARDA AUTONOMIA";"44"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"UNITI NELL'ULIVO";"2924"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PERGINE VALSUGANA";13984;6774;9171;4548;175;"SOCIALISTI UNITI";"59"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"AB.SCORP.VERDI VERDI";"2"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"PRI I LIBERAL SGARBI";"6"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"LISTA EMMA BONINO";"7"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"PAESE NUOVO";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"FIAMMA TRICOLORE";"3"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"RIFONDAZIONE COMUNISTA";"33"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"DIPIETRO OCCHETTO";"10"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"FORZA ITALIA";"128"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"ALTERNATIVA SOCIALE";"5"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"PARTITO PENSIONATI";"12"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"LEGA NORD";"41"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"UNITI NELL'ULIVO";"243"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"UNIONE DI CENTRO";"91"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"COMUNISTI ITALIANI";"7"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"FED.DEI VERDI";"16"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"SVP";"19"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"ALLEANZA NAZIONALE";"54"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"MOV.IDEA SOC. RAUTI";"1"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"P.SEGNI SCOGNAMIGLIO";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"SOCIALISTI UNITI";"7"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"A.P. UDEUR";"3"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI BONO";1152;568;738;389;17;"ALLEANZA LOMBARDA AUTONOMIA";"7"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"UNIONE DI CENTRO";"16"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"PRI I LIBERAL SGARBI";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"AB.SCORP.VERDI VERDI";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"SVP";"8"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"COMUNISTI ITALIANI";"9"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"DIPIETRO OCCHETTO";"6"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"FORZA ITALIA";"69"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"ALTERNATIVA SOCIALE";"4"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"PARTITO PENSIONATI";"7"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"LEGA NORD";"12"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"FIAMMA TRICOLORE";"1"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"ALLEANZA LOMBARDA AUTONOMIA";"2"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"A.P. UDEUR";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"SOCIALISTI UNITI";"2"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"P.SEGNI SCOGNAMIGLIO";"4"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"ALLEANZA NAZIONALE";"43"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"UNITI NELL'ULIVO";"90"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"FED.DEI VERDI";"10"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"LISTA EMMA BONINO";"7"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"PAESE NUOVO";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"MOV.IDEA SOC. RAUTI";"2"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE DI LEDRO";477;240;325;169;4;"RIFONDAZIONE COMUNISTA";"21"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"COMUNISTI ITALIANI";"1"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"ALTERNATIVA SOCIALE";"7"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"LEGA NORD";"107"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"PRI I LIBERAL SGARBI";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"UNIONE DI CENTRO";"12"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"LISTA EMMA BONINO";"4"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"AB.SCORP.VERDI VERDI";"4"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"PAESE NUOVO";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"FIAMMA TRICOLORE";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"RIFONDAZIONE COMUNISTA";"4"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"FORZA ITALIA";"51"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"SOCIALISTI UNITI";"3"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"DIPIETRO OCCHETTO";"2"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"UNITI NELL'ULIVO";"102"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"FED.DEI VERDI";"9"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"SVP";"35"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"ALLEANZA NAZIONALE";"16"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"PARTITO PENSIONATI";"5"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"P.SEGNI SCOGNAMIGLIO";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"A.P. UDEUR";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"ALLEANZA LOMBARDA AUTONOMIA";"1"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PIEVE TESINO";662;327;409;202;16;"MOV.IDEA SOC. RAUTI";"0"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"ALLEANZA NAZIONALE";"128"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"COMUNISTI ITALIANI";"10"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"RIFONDAZIONE COMUNISTA";"22"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"DIPIETRO OCCHETTO";"17"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"FORZA ITALIA";"566"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"ALTERNATIVA SOCIALE";"5"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"PARTITO PENSIONATI";"12"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"LEGA NORD";"103"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"ALLEANZA LOMBARDA AUTONOMIA";"10"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"A.P. UDEUR";"3"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"SOCIALISTI UNITI";"5"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"PAESE NUOVO";"1"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"MOV.IDEA SOC. RAUTI";"3"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"AB.SCORP.VERDI VERDI";"3"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"SVP";"52"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"UNITI NELL'ULIVO";"436"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"FED.DEI VERDI";"32"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"P.SEGNI SCOGNAMIGLIO";"1"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"LISTA EMMA BONINO";"32"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"UNIONE DI CENTRO";"84"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"PRI I LIBERAL SGARBI";"7"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"PINZOLO";2480;1195;1614;809;41;"FIAMMA TRICOLORE";"4"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"POMAROLO";1814;906;1283;652;16;"ALLEANZA NAZIONALE";"93"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"POMAROLO";1814;906;1283;652;16;"COMUNISTI ITALIANI";"21"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"POMAROLO";1814;906;1283;652;16;"A.P. UDEUR";"3"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"POMAROLO";1814;906;1283;652;16;"SOCIALISTI UNITI";"9"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"POMAROLO";1814;906;1283;652;16;"MOV.IDEA SOC. RAUTI";"1"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"POMAROLO";1814;906;1283;652;16;"SVP";"29"
"ITALIA NORD-ORIENTALE";"Trentino-Alto Adige";"Trento ";"POMAROLO";1814;906;1283;652;16;"ALLEANZA LOMBARDA AUTONOMIA";"5"
