"JKV_TÍPUS","SZAVAZÓKÖR_AZON","JKV_AZONOSÍTÓ","MEGYEKÓD","MEGYE","TELEPÜLÉS_SORSZÁM","TELEPÜLÉS","SZAVAZÓKÖR","VÁLASZTÓPOLGÁR","MEGJELENTEK","URNÁBAN_BÉLYEGZÉS_NÉLKÜLI","URNÁBAN_LEBÉLYEGZETT","ELTÉRÉS","ÉRVÉNYTELEN","ÉRVÉNYES","LISTA","SZAVAZAT"
,"03060064T",33224,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",36
,"03060064T",33224,,,,,,,,,,,,,"EGYÜTT-PM",32
,"03060064T",33224,,,,,,,,,,,,,"MSZP",32
,"03060064T",33224,,,,,,,,,,,,,"LMP",25
,"03060064T",33224,,,,,,,,,,,,,"SMS",2
,"03060064T",33224,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","03060065F",33220,"03","BÁCS-KISKUN","060","Kecskemét",65,946,254,0,254,0,2,252,,
,"03060065T",33220,,,,,,,,,,,,,"FIDESZ-KDNP",145
,"03060065T",33220,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",32
,"03060065T",33220,,,,,,,,,,,,,"JOBBIK",24
,"03060065T",33220,,,,,,,,,,,,,"MSZP",23
,"03060065T",33220,,,,,,,,,,,,,"EGYÜTT-PM",13
,"03060065T",33220,,,,,,,,,,,,,"LMP",12
,"03060065T",33220,,,,,,,,,,,,,"A HAZA NEM ELADÓ",3
,"03060065T",33220,,,,,,,,,,,,,"SMS",0
"Belföldi","03060066F",33222,"03","BÁCS-KISKUN","060","Kecskemét",66,951,260,0,260,0,0,260,,
,"03060066T",33222,,,,,,,,,,,,,"FIDESZ-KDNP",144
,"03060066T",33222,,,,,,,,,,,,,"JOBBIK",46
,"03060066T",33222,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",24
,"03060066T",33222,,,,,,,,,,,,,"MSZP",21
,"03060066T",33222,,,,,,,,,,,,,"EGYÜTT-PM",14
,"03060066T",33222,,,,,,,,,,,,,"LMP",11
,"03060066T",33222,,,,,,,,,,,,,"SMS",0
,"03060066T",33222,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","03060067F",33223,"03","BÁCS-KISKUN","060","Kecskemét",67,1027,334,0,334,0,0,334,,
,"03060067T",33223,,,,,,,,,,,,,"FIDESZ-KDNP",225
,"03060067T",33223,,,,,,,,,,,,,"JOBBIK",35
,"03060067T",33223,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",21
,"03060067T",33223,,,,,,,,,,,,,"MSZP",20
,"03060067T",33223,,,,,,,,,,,,,"LMP",15
,"03060067T",33223,,,,,,,,,,,,,"EGYÜTT-PM",14
,"03060067T",33223,,,,,,,,,,,,,"SMS",3
,"03060067T",33223,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","03060068F",33235,"03","BÁCS-KISKUN","060","Kecskemét",68,644,145,0,145,0,0,145,,
,"03060068T",33235,,,,,,,,,,,,,"FIDESZ-KDNP",106
,"03060068T",33235,,,,,,,,,,,,,"JOBBIK",12
,"03060068T",33235,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",11
,"03060068T",33235,,,,,,,,,,,,,"EGYÜTT-PM",5
,"03060068T",33235,,,,,,,,,,,,,"A HAZA NEM ELADÓ",4
,"03060068T",33235,,,,,,,,,,,,,"MSZP",3
,"03060068T",33235,,,,,,,,,,,,,"LMP",2
,"03060068T",33235,,,,,,,,,,,,,"SMS",2
"Belföldi","03060069F",33236,"03","BÁCS-KISKUN","060","Kecskemét",69,1049,310,0,310,0,0,310,,
,"03060069T",33236,,,,,,,,,,,,,"FIDESZ-KDNP",151
,"03060069T",33236,,,,,,,,,,,,,"JOBBIK",47
,"03060069T",33236,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",40
,"03060069T",33236,,,,,,,,,,,,,"MSZP",25
,"03060069T",33236,,,,,,,,,,,,,"LMP",24
,"03060069T",33236,,,,,,,,,,,,,"EGYÜTT-PM",19
,"03060069T",33236,,,,,,,,,,,,,"SMS",2
,"03060069T",33236,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
"Belföldi","03060070F",33237,"03","BÁCS-KISKUN","060","Kecskemét",70,1072,275,0,276,1,8,268,,
,"03060070T",33237,,,,,,,,,,,,,"FIDESZ-KDNP",150
,"03060070T",33237,,,,,,,,,,,,,"JOBBIK",35
,"03060070T",33237,,,,,,,,,,,,,"MSZP",26
,"03060070T",33237,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",20
,"03060070T",33237,,,,,,,,,,,,,"EGYÜTT-PM",19
,"03060070T",33237,,,,,,,,,,,,,"LMP",14
,"03060070T",33237,,,,,,,,,,,,,"A HAZA NEM ELADÓ",4
,"03060070T",33237,,,,,,,,,,,,,"SMS",0
"Belföldi","03060071F",33240,"03","BÁCS-KISKUN","060","Kecskemét",71,736,108,0,108,0,1,107,,
,"03060071T",33240,,,,,,,,,,,,,"FIDESZ-KDNP",70
,"03060071T",33240,,,,,,,,,,,,,"JOBBIK",12
,"03060071T",33240,,,,,,,,,,,,,"MSZP",12
,"03060071T",33240,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",6
,"03060071T",33240,,,,,,,,,,,,,"EGYÜTT-PM",3
,"03060071T",33240,,,,,,,,,,,,,"LMP",2
,"03060071T",33240,,,,,,,,,,,,,"SMS",1
,"03060071T",33240,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","03060072F",33228,"03","BÁCS-KISKUN","060","Kecskemét",72,787,121,0,121,0,2,119,,
,"03060072T",33228,,,,,,,,,,,,,"FIDESZ-KDNP",79
,"03060072T",33228,,,,,,,,,,,,,"JOBBIK",18
,"03060072T",33228,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",7
,"03060072T",33228,,,,,,,,,,,,,"EGYÜTT-PM",5
,"03060072T",33228,,,,,,,,,,,,,"A HAZA NEM ELADÓ",4
,"03060072T",33228,,,,,,,,,,,,,"MSZP",3
,"03060072T",33228,,,,,,,,,,,,,"LMP",2
,"03060072T",33228,,,,,,,,,,,,,"SMS",1
"Belföldi","03060073F",33247,"03","BÁCS-KISKUN","060","Kecskemét",73,1148,237,0,237,0,1,236,,
,"03060073T",33247,,,,,,,,,,,,,"FIDESZ-KDNP",167
,"03060073T",33247,,,,,,,,,,,,,"JOBBIK",25
,"03060073T",33247,,,,,,,,,,,,,"MSZP",14
,"03060073T",33247,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",14
,"03060073T",33247,,,,,,,,,,,,,"LMP",8
,"03060073T",33247,,,,,,,,,,,,,"EGYÜTT-PM",7
,"03060073T",33247,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"03060073T",33247,,,,,,,,,,,,,"SMS",0
"Belföldi","03060074F",33248,"03","BÁCS-KISKUN","060","Kecskemét",74,1102,404,0,404,0,1,403,,
,"03060074T",33248,,,,,,,,,,,,,"FIDESZ-KDNP",232
,"03060074T",33248,,,,,,,,,,,,,"JOBBIK",52
,"03060074T",33248,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",34
,"03060074T",33248,,,,,,,,,,,,,"EGYÜTT-PM",31
,"03060074T",33248,,,,,,,,,,,,,"MSZP",31
,"03060074T",33248,,,,,,,,,,,,,"LMP",23
,"03060074T",33248,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"03060074T",33248,,,,,,,,,,,,,"SMS",0
"Belföldi","03060075F",33249,"03","BÁCS-KISKUN","060","Kecskemét",75,1104,312,0,311,-1,1,310,,
,"03060075T",33249,,,,,,,,,,,,,"FIDESZ-KDNP",168
,"03060075T",33249,,,,,,,,,,,,,"JOBBIK",47
,"03060075T",33249,,,,,,,,,,,,,"EGYÜTT-PM",27
,"03060075T",33249,,,,,,,,,,,,,"LMP",26
,"03060075T",33249,,,,,,,,,,,,,"MSZP",21
,"03060075T",33249,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",15
,"03060075T",33249,,,,,,,,,,,,,"A HAZA NEM ELADÓ",4
,"03060075T",33249,,,,,,,,,,,,,"SMS",2
"Belföldi","03060076F",33250,"03","BÁCS-KISKUN","060","Kecskemét",76,821,139,0,139,0,0,139,,
,"03060076T",33250,,,,,,,,,,,,,"FIDESZ-KDNP",84
,"03060076T",33250,,,,,,,,,,,,,"JOBBIK",21
,"03060076T",33250,,,,,,,,,,,,,"EGYÜTT-PM",13
,"03060076T",33250,,,,,,,,,,,,,"LMP",9
,"03060076T",33250,,,,,,,,,,,,,"MSZP",6
,"03060076T",33250,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",4
,"03060076T",33250,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
,"03060076T",33250,,,,,,,,,,,,,"SMS",0
"Belföldi","03060077F",33251,"03","BÁCS-KISKUN","060","Kecskemét",77,591,99,0,99,0,0,99,,
,"03060077T",33251,,,,,,,,,,,,,"FIDESZ-KDNP",61
,"03060077T",33251,,,,,,,,,,,,,"JOBBIK",12
,"03060077T",33251,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",10
,"03060077T",33251,,,,,,,,,,,,,"MSZP",9
,"03060077T",33251,,,,,,,,,,,,,"LMP",3
,"03060077T",33251,,,,,,,,,,,,,"EGYÜTT-PM",3
,"03060077T",33251,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"03060077T",33251,,,,,,,,,,,,,"SMS",0
"Belföldi","03060078F",33253,"03","BÁCS-KISKUN","060","Kecskemét",78,629,118,0,118,0,2,116,,
,"03060078T",33253,,,,,,,,,,,,,"FIDESZ-KDNP",85
,"03060078T",33253,,,,,,,,,,,,,"JOBBIK",16
,"03060078T",33253,,,,,,,,,,,,,"MSZP",7
,"03060078T",33253,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",5
,"03060078T",33253,,,,,,,,,,,,,"LMP",2
,"03060078T",33253,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"03060078T",33253,,,,,,,,,,,,,"EGYÜTT-PM",0
,"03060078T",33253,,,,,,,,,,,,,"SMS",0
"Belföldi","03060079F",33241,"03","BÁCS-KISKUN","060","Kecskemét",79,1026,305,0,305,0,1,304,,
,"03060079T",33241,,,,,,,,,,,,,"FIDESZ-KDNP",130
,"03060079T",33241,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",45
,"03060079T",33241,,,,,,,,,,,,,"JOBBIK",44
,"03060079T",33241,,,,,,,,,,,,,"MSZP",42
,"03060079T",33241,,,,,,,,,,,,,"EGYÜTT-PM",22
,"03060079T",33241,,,,,,,,,,,,,"LMP",19
,"03060079T",33241,,,,,,,,,,,,,"SMS",2
,"03060079T",33241,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","03060080F",33242,"03","BÁCS-KISKUN","060","Kecskemét",80,801,246,0,246,0,0,246,,
,"03060080T",33242,,,,,,,,,,,,,"FIDESZ-KDNP",136
,"03060080T",33242,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",29
,"03060080T",33242,,,,,,,,,,,,,"MSZP",28
,"03060080T",33242,,,,,,,,,,,,,"JOBBIK",26
,"03060080T",33242,,,,,,,,,,,,,"EGYÜTT-PM",19
,"03060080T",33242,,,,,,,,,,,,,"LMP",6
,"03060080T",33242,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
,"03060080T",33242,,,,,,,,,,,,,"SMS",0
"Belföldi","03060081F",33243,"03","BÁCS-KISKUN","060","Kecskemét",81,974,329,0,328,-1,3,325,,
,"03060081T",33243,,,,,,,,,,,,,"FIDESZ-KDNP",151
,"03060081T",33243,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",53
,"03060081T",33243,,,,,,,,,,,,,"MSZP",40
,"03060081T",33243,,,,,,,,,,,,,"JOBBIK",26
,"03060081T",33243,,,,,,,,,,,,,"LMP",25
,"03060081T",33243,,,,,,,,,,,,,"EGYÜTT-PM",25
,"03060081T",33243,,,,,,,,,,,,,"SMS",3
,"03060081T",33243,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
"Belföldi","03060082F",33244,"03","BÁCS-KISKUN","060","Kecskemét",82,1176,374,0,374,0,1,373,,
,"03060082T",33244,,,,,,,,,,,,,"FIDESZ-KDNP",165
,"03060082T",33244,,,,,,,,,,,,,"JOBBIK",57
,"03060082T",33244,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",50
,"03060082T",33244,,,,,,,,,,,,,"MSZP",40
,"03060082T",33244,,,,,,,,,,,,,"EGYÜTT-PM",33
,"03060082T",33244,,,,,,,,,,,,,"LMP",18
,"03060082T",33244,,,,,,,,,,,,,"SMS",5
,"03060082T",33244,,,,,,,,,,,,,"A HAZA NEM ELADÓ",5
"Belföldi","03060083F",33245,"03","BÁCS-KISKUN","060","Kecskemét",83,840,213,0,213,0,1,212,,
,"03060083T",33245,,,,,,,,,,,,,"FIDESZ-KDNP",100
,"03060083T",33245,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",35
,"03060083T",33245,,,,,,,,,,,,,"JOBBIK",30
,"03060083T",33245,,,,,,,,,,,,,"MSZP",24
,"03060083T",33245,,,,,,,,,,,,,"LMP",11
,"03060083T",33245,,,,,,,,,,,,,"EGYÜTT-PM",8
,"03060083T",33245,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
,"03060083T",33245,,,,,,,,,,,,,"SMS",2
"Belföldi","03060084F",33246,"03","BÁCS-KISKUN","060","Kecskemét",84,614,229,1,229,0,1,228,,
,"03060084T",33246,,,,,,,,,,,,,"FIDESZ-KDNP",134
,"03060084T",33246,,,,,,,,,,,,,"JOBBIK",27
,"03060084T",33246,,,,,,,,,,,,,"MSZP",22
,"03060084T",33246,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",16
,"03060084T",33246,,,,,,,,,,,,,"LMP",14
,"03060084T",33246,,,,,,,,,,,,,"EGYÜTT-PM",12
,"03060084T",33246,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
,"03060084T",33246,,,,,,,,,,,,,"SMS",1
"Belföldi","03060085F",33172,"03","BÁCS-KISKUN","060","Kecskemét",85,1100,162,1,161,-1,0,161,,
,"03060085T",33172,,,,,,,,,,,,,"FIDESZ-KDNP",103
,"03060085T",33172,,,,,,,,,,,,,"JOBBIK",29
,"03060085T",33172,,,,,,,,,,,,,"MSZP",9
,"03060085T",33172,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",8
,"03060085T",33172,,,,,,,,,,,,,"EGYÜTT-PM",6
,"03060085T",33172,,,,,,,,,,,,,"LMP",4
,"03060085T",33172,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
,"03060085T",33172,,,,,,,,,,,,,"SMS",0
"Belföldi","03060086F",33444,"03","BÁCS-KISKUN","060","Kecskemét",86,1267,229,0,229,0,0,229,,
,"03060086T",33444,,,,,,,,,,,,,"FIDESZ-KDNP",146
,"03060086T",33444,,,,,,,,,,,,,"JOBBIK",41
,"03060086T",33444,,,,,,,,,,,,,"EGYÜTT-PM",19
,"03060086T",33444,,,,,,,,,,,,,"MSZP",12
,"03060086T",33444,,,,,,,,,,,,,"LMP",6
,"03060086T",33444,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",4
,"03060086T",33444,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"03060086T",33444,,,,,,,,,,,,,"SMS",0
"Belföldi","03060087F",33458,"03","BÁCS-KISKUN","060","Kecskemét",87,980,240,0,240,0,0,240,,
,"03060087T",33458,,,,,,,,,,,,,"FIDESZ-KDNP",162
,"03060087T",33458,,,,,,,,,,,,,"JOBBIK",42
,"03060087T",33458,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",15
,"03060087T",33458,,,,,,,,,,,,,"MSZP",12
,"03060087T",33458,,,,,,,,,,,,,"LMP",5
,"03060087T",33458,,,,,,,,,,,,,"EGYÜTT-PM",3
,"03060087T",33458,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"03060087T",33458,,,,,,,,,,,,,"SMS",0
"Belföldi","03060088F",33252,"03","BÁCS-KISKUN","060","Kecskemét",88,1207,316,0,316,0,0,316,,
,"03060088T",33252,,,,,,,,,,,,,"FIDESZ-KDNP",182
,"03060088T",33252,,,,,,,,,,,,,"JOBBIK",50
,"03060088T",33252,,,,,,,,,,,,,"EGYÜTT-PM",24
,"03060088T",33252,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",23
,"03060088T",33252,,,,,,,,,,,,,"LMP",20
,"03060088T",33252,,,,,,,,,,,,,"MSZP",16
,"03060088T",33252,,,,,,,,,,,,,"SMS",1
,"03060088T",33252,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","03060089F",33173,"03","BÁCS-KISKUN","060","Kecskemét",89,1135,163,0,163,0,0,163,,
,"03060089T",33173,,,,,,,,,,,,,"FIDESZ-KDNP",91
,"03060089T",33173,,,,,,,,,,,,,"JOBBIK",35
,"03060089T",33173,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",13
,"03060089T",33173,,,,,,,,,,,,,"EGYÜTT-PM",11
,"03060089T",33173,,,,,,,,,,,,,"MSZP",11
,"03060089T",33173,,,,,,,,,,,,,"LMP",2
,"03060089T",33173,,,,,,,,,,,,,"SMS",0
,"03060089T",33173,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","03060090F",33446,"03","BÁCS-KISKUN","060","Kecskemét",90,958,188,0,188,0,0,188,,
,"03060090T",33446,,,,,,,,,,,,,"FIDESZ-KDNP",128
,"03060090T",33446,,,,,,,,,,,,,"JOBBIK",32
,"03060090T",33446,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",9
,"03060090T",33446,,,,,,,,,,,,,"EGYÜTT-PM",8
,"03060090T",33446,,,,,,,,,,,,,"LMP",6
,"03060090T",33446,,,,,,,,,,,,,"SMS",2
,"03060090T",33446,,,,,,,,,,,,,"MSZP",2
,"03060090T",33446,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","03060091F",33463,"03","BÁCS-KISKUN","060","Kecskemét",91,571,65,0,65,0,1,64,,
,"03060091T",33463,,,,,,,,,,,,,"FIDESZ-KDNP",38
,"03060091T",33463,,,,,,,,,,,,,"JOBBIK",12
,"03060091T",33463,,,,,,,,,,,,,"EGYÜTT-PM",4
,"03060091T",33463,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",4
,"03060091T",33463,,,,,,,,,,,,,"LMP",3
,"03060091T",33463,,,,,,,,,,,,,"MSZP",3
,"03060091T",33463,,,,,,,,,,,,,"SMS",0
,"03060091T",33463,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","03060092F",33464,"03","BÁCS-KISKUN","060","Kecskemét",92,941,309,0,309,0,1,308,,
,"03060092T",33464,,,,,,,,,,,,,"FIDESZ-KDNP",181
,"03060092T",33464,,,,,,,,,,,,,"JOBBIK",43
,"03060092T",33464,,,,,,,,,,,,,"EGYÜTT-PM",32
,"03060092T",33464,,,,,,,,,,,,,"LMP",20
,"03060092T",33464,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",14
,"03060092T",33464,,,,,,,,,,,,,"MSZP",14
,"03060092T",33464,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
,"03060092T",33464,,,,,,,,,,,,,"SMS",2
"Belföldi","03060093F",33225,"03","BÁCS-KISKUN","060","Kecskemét",93,739,184,0,184,0,1,183,,
,"03060093T",33225,,,,,,,,,,,,,"FIDESZ-KDNP",92
,"03060093T",33225,,,,,,,,,,,,,"JOBBIK",33
,"03060093T",33225,,,,,,,,,,,,,"EGYÜTT-PM",17
,"03060093T",33225,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",14
,"03060093T",33225,,,,,,,,,,,,,"LMP",14
,"03060093T",33225,,,,,,,,,,,,,"MSZP",12
,"03060093T",33225,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"03060093T",33225,,,,,,,,,,,,,"SMS",0
"Belföldi","03060094F",33226,"03","BÁCS-KISKUN","060","Kecskemét",94,886,221,1,220,-1,0,220,,
,"03060094T",33226,,,,,,,,,,,,,"FIDESZ-KDNP",115
,"03060094T",33226,,,,,,,,,,,,,"JOBBIK",39
,"03060094T",33226,,,,,,,,,,,,,"EGYÜTT-PM",18
,"03060094T",33226,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",18
,"03060094T",33226,,,,,,,,,,,,,"LMP",13
,"03060094T",33226,,,,,,,,,,,,,"MSZP",11
,"03060094T",33226,,,,,,,,,,,,,"A HAZA NEM ELADÓ",3
,"03060094T",33226,,,,,,,,,,,,,"SMS",3
"Belföldi","03060095F",33269,"03","BÁCS-KISKUN","060","Kecskemét",95,688,88,0,88,0,1,87,,
,"03060095T",33269,,,,,,,,,,,,,"FIDESZ-KDNP",32
,"03060095T",33269,,,,,,,,,,,,,"JOBBIK",23
,"03060095T",33269,,,,,,,,,,,,,"MSZP",16
,"03060095T",33269,,,,,,,,,,,,,"EGYÜTT-PM",8
,"03060095T",33269,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",5
,"03060095T",33269,,,,,,,,,,,,,"LMP",3
,"03060095T",33269,,,,,,,,,,,,,"SMS",0
,"03060095T",33269,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","03060096F",33227,"03","BÁCS-KISKUN","060","Kecskemét",96,660,140,0,140,0,1,139,,
,"03060096T",33227,,,,,,,,,,,,,"FIDESZ-KDNP",90
,"03060096T",33227,,,,,,,,,,,,,"JOBBIK",25
,"03060096T",33227,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",10
,"03060096T",33227,,,,,,,,,,,,,"MSZP",7
,"03060096T",33227,,,,,,,,,,,,,"LMP",5
,"03060096T",33227,,,,,,,,,,,,,"EGYÜTT-PM",1
,"03060096T",33227,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"03060096T",33227,,,,,,,,,,,,,"SMS",0
"Belföldi","03061001F",33520,"03","BÁCS-KISKUN","061","Kelebia",1,628,107,0,107,0,0,107,,
,"03061001T",33520,,,,,,,,,,,,,"FIDESZ-KDNP",62
,"03061001T",33520,,,,,,,,,,,,,"JOBBIK",15
,"03061001T",33520,,,,,,,,,,,,,"MSZP",13
,"03061001T",33520,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",9
,"03061001T",33520,,,,,,,,,,,,,"LMP",5
,"03061001T",33520,,,,,,,,,,,,,"EGYÜTT-PM",3
,"03061001T",33520,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"03061001T",33520,,,,,,,,,,,,,"SMS",0
"Belföldi","03061002F",33521,"03","BÁCS-KISKUN","061","Kelebia",2,710,115,0,115,0,0,115,,
,"03061002T",33521,,,,,,,,,,,,,"FIDESZ-KDNP",74
,"03061002T",33521,,,,,,,,,,,,,"JOBBIK",13
,"03061002T",33521,,,,,,,,,,,,,"MSZP",9
,"03061002T",33521,,,,,,,,,,,,,"EGYÜTT-PM",8
,"03061002T",33521,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",6
,"03061002T",33521,,,,,,,,,,,,,"LMP",3
,"03061002T",33521,,,,,,,,,,,,,"SMS",1
,"03061002T",33521,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","03061003F",33522,"03","BÁCS-KISKUN","061","Kelebia",3,737,120,0,120,0,1,119,,
,"03061003T",33522,,,,,,,,,,,,,"FIDESZ-KDNP",71
,"03061003T",33522,,,,,,,,,,,,,"JOBBIK",19
,"03061003T",33522,,,,,,,,,,,,,"MSZP",10
,"03061003T",33522,,,,,,,,,,,,,"EGYÜTT-PM",9
,"03061003T",33522,,,,,,,,,,,,,"LMP",4
,"03061003T",33522,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",3
,"03061003T",33522,,,,,,,,,,,,,"SMS",2
,"03061003T",33522,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","03061004F",33523,"03","BÁCS-KISKUN","061","Kelebia",4,102,21,0,21,0,0,21,,
,"03061004T",33523,,,,,,,,,,,,,"FIDESZ-KDNP",14
,"03061004T",33523,,,,,,,,,,,,,"JOBBIK",4
,"03061004T",33523,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
,"03061004T",33523,,,,,,,,,,,,,"MSZP",1
,"03061004T",33523,,,,,,,,,,,,,"LMP",0
,"03061004T",33523,,,,,,,,,,,,,"EGYÜTT-PM",0
,"03061004T",33523,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",0
,"03061004T",33523,,,,,,,,,,,,,"SMS",0
"Belföldi","03062001F",33174,"03","BÁCS-KISKUN","062","Kerekegyháza",1,964,222,0,222,0,1,221,,
,"03062001T",33174,,,,,,,,,,,,,"FIDESZ-KDNP",161
,"03062001T",33174,,,,,,,,,,,,,"JOBBIK",39
,"03062001T",33174,,,,,,,,,,,,,"LMP",9
,"03062001T",33174,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",4
,"03062001T",33174,,,,,,,,,,,,,"EGYÜTT-PM",4
,"03062001T",33174,,,,,,,,,,,,,"MSZP",4
,"03062001T",33174,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"03062001T",33174,,,,,,,,,,,,,"SMS",0
"Belföldi","03062002F",33175,"03","BÁCS-KISKUN","062","Kerekegyháza",2,978,256,0,256,0,1,255,,
,"03062002T",33175,,,,,,,,,,,,,"FIDESZ-KDNP",168
,"03062002T",33175,,,,,,,,,,,,,"JOBBIK",40
,"03062002T",33175,,,,,,,,,,,,,"MSZP",12
,"03062002T",33175,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",11
,"03062002T",33175,,,,,,,,,,,,,"LMP",10
,"03062002T",33175,,,,,,,,,,,,,"EGYÜTT-PM",8
,"03062002T",33175,,,,,,,,,,,,,"A HAZA NEM ELADÓ",6
,"03062002T",33175,,,,,,,,,,,,,"SMS",0
"Belföldi","03062003F",33176,"03","BÁCS-KISKUN","062","Kerekegyháza",3,1001,227,0,227,0,1,226,,
,"03062003T",33176,,,,,,,,,,,,,"FIDESZ-KDNP",162
,"03062003T",33176,,,,,,,,,,,,,"JOBBIK",26
,"03062003T",33176,,,,,,,,,,,,,"MSZP",13
,"03062003T",33176,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",11
,"03062003T",33176,,,,,,,,,,,,,"LMP",7
,"03062003T",33176,,,,,,,,,,,,,"SMS",3
,"03062003T",33176,,,,,,,,,,,,,"EGYÜTT-PM",3
,"03062003T",33176,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","03062004F",33177,"03","BÁCS-KISKUN","062","Kerekegyháza",4,952,253,0,253,0,1,252,,
,"03062004T",33177,,,,,,,,,,,,,"FIDESZ-KDNP",190
,"03062004T",33177,,,,,,,,,,,,,"JOBBIK",33
,"03062004T",33177,,,,,,,,,,,,,"MSZP",14
,"03062004T",33177,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",8
,"03062004T",33177,,,,,,,,,,,,,"EGYÜTT-PM",6
,"03062004T",33177,,,,,,,,,,,,,"LMP",1
,"03062004T",33177,,,,,,,,,,,,,"SMS",0
,"03062004T",33177,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
