"SZAVAZÓKÖR_AZON","JKV_AZONOSÍTÓ","'LISTÁS'","MEGYEKÓD","MEGYE","OEVK","SZÉKHELY","SZH_KER","TELEPÜLÉS_SORSZÁM","TELEPÜLÉS","SZAVAZÓKÖR","VÁLASZTÓPOLGÁR","MEGJELENTEK","URNÁBAN_LEVŐ","ELTÉRÉS","ÉRVÉNYTELEN","ÉRVÉNYES","LISTA_TÍPUS","LISTA","SZAVAZAT","NEMZ_VÁLASZTÓPOLGÁR","NEMZ_MEGJELENTEK","NEMZ_URNÁBAN_LÉVŐ","NEMZ_ELTÉRÉS","NEMZ_ÉRVÉNYTELEN"
"03060062T",232085,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",2,4,2,2,0,0
"03060063F",232087,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","063",744,509,508,0,11,497,,,,,,,,
"03060063T",232087,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",224,,,,,
"03060063T",232087,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",213,,,,,
"03060063T",232087,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",26,,,,,
"03060063T",232087,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",26,,,,,
"03060063T",232087,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",5,,,,,
"03060063T",232087,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",3,,,,,
"03060063T",232087,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",0,1,1,1,0,1
"03060064F",232089,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","064",1030,758,755,0,5,750,,,,,,,,
"03060064T",232089,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",341,,,,,
"03060064T",232089,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",291,,,,,
"03060064T",232089,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",57,,,,,
"03060064T",232089,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",46,,,,,
"03060064T",232089,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",9,,,,,
"03060064T",232089,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",6,,,,,
"03060065F",232091,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","065",862,633,633,0,4,629,,,,,,,,
"03060065T",232091,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",299,,,,,
"03060065T",232091,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",256,,,,,
"03060065T",232091,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",39,,,,,
"03060065T",232091,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",29,,,,,
"03060065T",232091,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",4,,,,,
"03060065T",232091,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",2,,,,,
"03060065T",232091,,,,,,,,,,,,,,,,"Nemzetiségi","ORSZÁGOS ÖRMÉNY ÖNKORMÁNYZAT",0,1,0,0,0,0
"03060066F",232093,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","066",852,589,591,0,16,575,,,,,,,,
"03060066T",232093,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",294,,,,,
"03060066T",232093,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",210,,,,,
"03060066T",232093,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",42,,,,,
"03060066T",232093,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",24,,,,,
"03060066T",232093,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",5,,,,,
"03060066T",232093,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",0,,,,,
"03060067F",232095,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","067",972,745,744,0,4,740,,,,,,,,
"03060067T",232095,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",421,,,,,
"03060067T",232095,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",205,,,,,
"03060067T",232095,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",67,,,,,
"03060067T",232095,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",31,,,,,
"03060067T",232095,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",8,,,,,
"03060067T",232095,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",8,,,,,
"03060068F",232097,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","068",577,322,322,0,4,318,,,,,,,,
"03060068T",232097,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",216,,,,,
"03060068T",232097,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",68,,,,,
"03060068T",232097,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",23,,,,,
"03060068T",232097,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",9,,,,,
"03060068T",232097,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"03060068T",232097,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"03060069F",232099,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","069",937,644,644,0,6,638,,,,,,,,
"03060069T",232099,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",328,,,,,
"03060069T",232099,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",210,,,,,
"03060069T",232099,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",61,,,,,
"03060069T",232099,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",25,,,,,
"03060069T",232099,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",8,,,,,
"03060069T",232099,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",6,,,,,
"03060070F",232101,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","070",1034,703,702,0,5,697,,,,,,,,
"03060070T",232101,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",367,,,,,
"03060070T",232101,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",217,,,,,
"03060070T",232101,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",53,,,,,
"03060070T",232101,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",36,,,,,
"03060070T",232101,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",12,,,,,
"03060070T",232101,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",12,,,,,
"03060071F",232103,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","071",657,329,329,0,3,326,,,,,,,,
"03060071T",232103,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",198,,,,,
"03060071T",232103,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",98,,,,,
"03060071T",232103,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",12,,,,,
"03060071T",232103,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",11,,,,,
"03060071T",232103,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",4,,,,,
"03060071T",232103,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",3,,,,,
"03060072F",232105,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","072",808,519,519,0,4,515,,,,,,,,
"03060072T",232105,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",378,,,,,
"03060072T",232105,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",88,,,,,
"03060072T",232105,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",31,,,,,
"03060072T",232105,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",10,,,,,
"03060072T",232105,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",5,,,,,
"03060072T",232105,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",3,,,,,
"03060073F",232107,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","073",1152,696,696,0,13,683,,,,,,,,
"03060073T",232107,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",383,,,,,
"03060073T",232107,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",196,,,,,
"03060073T",232107,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",41,,,,,
"03060073T",232107,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",39,,,,,
"03060073T",232107,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",15,,,,,
"03060073T",232107,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",9,,,,,
"03060073T",232107,,,,,,,,,,,,,,,,"Nemzetiségi","UKRÁN ORSZÁGOS ÖNKORMÁNYZAT",0,1,0,0,0,0
"03060074F",232109,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","074",1018,766,765,0,3,762,,,,,,,,
"03060074T",232109,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",391,,,,,
"03060074T",232109,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",252,,,,,
"03060074T",232109,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",48,,,,,
"03060074T",232109,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",40,,,,,
"03060074T",232109,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",23,,,,,
"03060074T",232109,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",8,,,,,
"03060075F",232111,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","075",1289,966,966,0,7,959,,,,,,,,
"03060075T",232111,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",437,,,,,
"03060075T",232111,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",394,,,,,
"03060075T",232111,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",69,,,,,
"03060075T",232111,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",38,,,,,
"03060075T",232111,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",13,,,,,
"03060075T",232111,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",7,,,,,
"03060075T",232111,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",1,2,2,2,0,1
"03060076F",232113,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","076",819,553,551,0,5,546,,,,,,,,
"03060076T",232113,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",304,,,,,
"03060076T",232113,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",136,,,,,
"03060076T",232113,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",65,,,,,
"03060076T",232113,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",30,,,,,
"03060076T",232113,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",5,,,,,
"03060076T",232113,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",5,,,,,
"03060076T",232113,,,,,,,,,,,,,,,,"Nemzetiségi","ORSZÁGOS ÖRMÉNY ÖNKORMÁNYZAT",1,1,1,1,0,0
"03060077F",232115,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","077",767,522,521,0,5,516,,,,,,,,
"03060077T",232115,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",262,,,,,
"03060077T",232115,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",165,,,,,
"03060077T",232115,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",58,,,,,
"03060077T",232115,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",15,,,,,
"03060077T",232115,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",8,,,,,
"03060077T",232115,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",8,,,,,
"03060078F",232117,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","078",595,409,409,0,3,406,,,,,,,,
"03060078T",232117,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",258,,,,,
"03060078T",232117,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",96,,,,,
"03060078T",232117,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",24,,,,,
"03060078T",232117,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",21,,,,,
"03060078T",232117,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",4,,,,,
"03060078T",232117,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",3,,,,,
"03060079F",232119,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","079",887,609,607,0,3,604,,,,,,,,
"03060079T",232119,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",266,,,,,
"03060079T",232119,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",255,,,,,
"03060079T",232119,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",36,,,,,
"03060079T",232119,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",33,,,,,
"03060079T",232119,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",9,,,,,
"03060079T",232119,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",4,,,,,
"03060079T",232119,,,,,,,,,,,,,,,,"Nemzetiségi","ORSZÁGOS ÖRMÉNY ÖNKORMÁNYZAT",1,1,1,1,0,0
"03060080F",232121,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","080",659,451,451,0,2,449,,,,,,,,
"03060080T",232121,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",197,,,,,
"03060080T",232121,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",184,,,,,
"03060080T",232121,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",31,,,,,
"03060080T",232121,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",23,,,,,
"03060080T",232121,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",8,,,,,
"03060080T",232121,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",6,,,,,
"03060081F",232123,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","081",805,583,583,0,4,579,,,,,,,,
"03060081T",232123,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",268,,,,,
"03060081T",232123,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",224,,,,,
"03060081T",232123,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",43,,,,,
"03060081T",232123,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",28,,,,,
"03060081T",232123,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",8,,,,,
"03060081T",232123,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",7,,,,,
"03060081T",232123,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",1,1,1,1,0,0
"03060082F",232125,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","082",1050,703,703,0,8,695,,,,,,,,
"03060082T",232125,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",325,,,,,
"03060082T",232125,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",270,,,,,
"03060082T",232125,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",53,,,,,
"03060082T",232125,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",28,,,,,
"03060082T",232125,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",13,,,,,
"03060082T",232125,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",6,,,,,
"03060082T",232125,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",0,1,0,0,0,0
"03060083F",232127,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","083",683,375,375,0,7,368,,,,,,,,
"03060083T",232127,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",208,,,,,
"03060083T",232127,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",127,,,,,
"03060083T",232127,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",17,,,,,
"03060083T",232127,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",11,,,,,
"03060083T",232127,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",2,,,,,
"03060083T",232127,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"03060083T",232127,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",2,2,2,2,0,0
"03060084F",232129,"Listás","03","BÁCS-KISKUN","02","Kecskemét",,"060","Kecskemét","084",677,475,475,0,4,471,,,,,,,,
"03060084T",232129,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",239,,,,,
"03060084T",232129,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",170,,,,,
"03060084T",232129,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",34,,,,,
"03060084T",232129,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",22,,,,,
"03060084T",232129,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",5,,,,,
"03060084T",232129,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",1,,,,,
"03060085F",232131,"Listás","03","BÁCS-KISKUN","01","Kecskemét",,"060","Kecskemét","085",1144,700,699,0,7,692,,,,,,,,
"03060085T",232131,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",413,,,,,
"03060085T",232131,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",189,,,,,
"03060085T",232131,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",49,,,,,
"03060085T",232131,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",23,,,,,
"03060085T",232131,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",10,,,,,
"03060085T",232131,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",8,,,,,
